pseudo_id,text,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,createdAt,lang,isReply,pseudo_conversationId,pseudo_inReplyToUsername,pseudo_author_userName,author_isBlueVerified,predicted_id,predicted_label
7.06E+14,@421276561484372 @244007138410745 Walang naniniwala kasi nauto kang iboto si BBM tas ngayon inaaway mo. Bobo ang tawag dyan at walang utak.,0,1,0,0,5,0,2025-01-14 13:30:52+00:00,tl,TRUE,6.27E+14,4.21E+14,6.92E+14,FALSE,1,1
1.77E+14,Mga INC nag national rally for peace para sa gobyernong sila rin naman ang bumoto lol.,0,0,0,0,120,0,2025-01-14 06:04:42+00:00,tl,FALSE,1.77E+14,,5.88E+14,FALSE,1,1
6.41E+14,"Pag-imprenta ng balota, natuloy - Comelec #BalitangPromdi [LINK]",0,1,0,0,24,0,2025-01-27 20:02:29+00:00,tl,TRUE,3.40E+13,9.83E+14,9.83E+14,FALSE,2,2
9.66E+14,@271091238095480 Wag na wag iboto mga inutil na congressman na eto.Takot pala kayo sa INC?,0,0,0,0,37,0,2025-01-27 06:10:20+00:00,tl,TRUE,8.51E+14,2.71E+14,6.11E+13,FALSE,1,1
7.88E+14,@485412175835328 pa-ask nga po si jho kung bumoto siya,0,0,0,0,98,0,2025-01-21 14:58:41+00:00,tl,TRUE,3.08E+14,4.85E+14,1.27E+14,FALSE,2,2
9.92E+14,"@975404515899393 Lol, botante ka ba sa pilipinas? Kung hindi, HUWAG KA NA MAKIALAM SA ISSUE NG BANSA.",0,0,0,0,13,0,2025-01-29 02:59:06+00:00,tl,TRUE,4.67E+14,9.75E+14,8.79E+13,FALSE,1,1
5.31E+14,"Inihayag ng Commission on Elections Comelec na magiging mahigpit ito sa pagbabantay sa gastos ng mga kandidato sa pangangampanya para sa darating na halalan sa Mayo 12, 2025. [LINK]",0,0,0,0,28,0,2025-01-30 04:00:01+00:00,tl,FALSE,5.31E+14,,2.84E+14,FALSE,2,2
4.60E+14,Dahil sa poll na to andaming author na naglabas ng huling alas nila para iboto ang kanilang mga manok HAHAHAHAHAHAHA PUKSAAN NA TO,0,0,0,0,76,0,2025-01-21 04:05:27+00:00,tl,FALSE,4.60E+14,,5.24E+14,FALSE,0,0
6.99E+14,"Reading comments from this post is disappointing. Bakit nga ba di nagiging maganda buhay nating lahat? Simple, kasi yung mga pinapaupo nyo ay yung mga walang kwenta na gahaman. Solusyon? Wag iboto yung mga buwaya na may kaso at pamilya. Bigyan nyo ng chance si #50PangilinanKiko",0,0,0,0,10,0,2025-01-10 06:00:21+00:00,tl,FALSE,6.99E+14,,5.64E+14,FALSE,1,1
3.02E+13,@625125185354519 @403780272519270 korek! papalit palit lang ang mga dinastiya sa pinas pero palubog pa rin. kailangan natin ng revgov na pamumunuan ng mga taong hindi nabibilang sa mga dinastiya at militar ang caretaker hanggang matapos ang chacha at tunay na halalan.hindi yang rigodon.,0,0,1,0,163,0,2025-01-17 06:12:41+00:00,tl,TRUE,8.93E+14,6.25E+14,4.25E+14,FALSE,1,1
5.54E+14,@515675576395847 @885211382925444 F uck offf ba t hindi ka bumotO? Don t be a cry babay nagmumukaa kang batang nagtatantrums which I know hindi bagay sa age mo EWWWWWW,0,0,4,0,526,0,2025-01-20 05:24:34+00:00,tl,TRUE,6.78E+14,5.16E+14,7.52E+14,FALSE,1,1
7.15E+13,Guys pahingi ng suggetion para sa Senator para sa #Halalan2025 pleaseeeee Si Sen. Kiko Pangilinan at Sir Bam Aquino palang yung sure ako. Baka naman list down you suggestion below para maresearch ko rin #Senator2025 #Halalan2025,0,2,0,0,113,1,2025-01-14 07:49:47+00:00,tl,FALSE,7.15E+13,,6.17E+14,FALSE,2,2
2.30E+14,"@64628692524442 Sara Lustay worst VP ever hindi na dapat iboto biruin mo gawin ba naman almusal, tanghalian hapunan ang pera nng taong bayan mabuti nlang may QuadCom na nag imbistiga sa 125 M na confi funds ni Inday Lustay, PINAKA BOBO sa lahat nng naging VP",0,0,0,0,4,0,2025-01-24 04:57:05+00:00,tl,TRUE,8.59E+14,6.46E+13,7.37E+14,FALSE,1,1
6.40E+13,Buti maganda nakain nyo at kumusa ang Ilan Sa inyo bumoto hahaahaja . Kay Ilan Dyan sinasabihan ko Alam na Yan ng a tin. No need nyo na paalala .hayaan magkusa .hahaha,0,0,0,0,49,0,2025-01-24 19:32:15+00:00,tl,TRUE,3.35E+14,2.36E+14,2.36E+14,FALSE,1,1
6.89E+14,@289929405221207 That's been going on since forever. 40 yrs ago nagka klase na ang nanay ko sa ilalim ng puno dahil kulang sa classrooms. Anong ginagawa ng gobyerno? Doing what they do best. Mangurakot. At mga botante? Paulit-ulit silang ibinoboto. Pinoys love to suffer,0,0,0,0,28,0,2025-01-31 00:44:17+00:00,tl,TRUE,6.97E+14,2.90E+14,6.56E+14,FALSE,1,1
1.01E+14,"so ayun, sa akin pa din daw sya. thank you sa mga bumoto sa Colaiah [EMOJI steaming bowl]",0,0,3,0,167,0,2025-01-22 03:10:27+00:00,tl,FALSE,1.01E+14,,7.03E+14,TRUE,0,0
6.35E+14,"@17206896528823 Samantalahain na yung kasipagan nyan at ipalinis buong barangay. Minsan minsan lang yan ginagawa, kada may eleksyon lang [EMOJI face with tears of joy][EMOJI face with rolling eyes] Pero sa eleksyon, iboto yung tama [EMOJI winking face]",0,4,15,0,438,0,2025-01-15 15:14:43+00:00,tl,TRUE,9.34E+14,1.72E+13,3.69E+14,FALSE,0,0
2.88E+14,@331052236186364 Kaya wag nyo iboto mga tulfo,0,0,0,0,20,0,2025-01-31 22:09:24+00:00,tl,TRUE,1.56E+13,3.31E+14,9.95E+14,FALSE,1,1
5.51E+13,"@442416196465886 Porke tayong mga Pilipino katatangang bumoto, ang daling papaniwalain, kaya tuwing eleksyon, palakas ng palakas at payaman ng payaman ang mga napaka corrupt na political dynasties habang pahirap ng pahirap ang lahing Pilipino at pahina ng pahina lalo ang kanilang pag iisip.",0,0,4,0,224,0,2025-01-21 07:53:44+00:00,tl,TRUE,4.10E+14,4.42E+14,4.46E+14,FALSE,1,1
7.31E+14,@931556131873344 Ok yan para malaman ng tao kung sino ang HINDI dapat iboto,0,0,0,0,2,0,2025-01-31 02:33:46+00:00,tl,TRUE,2.46E+14,9.32E+14,5.74E+14,FALSE,2,2
1.10E+14,@403780272519270 Sus kaya napasara kayo sinungaling kayo baka nakalimutan nyo gaano karami bumoto kay sarah lakohin nyo mga sarili nyo!,0,0,1,0,51,0,2025-01-08 13:53:14+00:00,tl,TRUE,9.51E+14,4.04E+14,6.30E+14,FALSE,1,1
3.51E+13,"@403780272519270 Sa dami ng tarpaulin at billboards ng mga trapo makikita sa kakalsadahan, simula pa ng Holy week ng 2024, eh masasabing matagal na po nagsimula ang election period para sa #Halalan2025",0,0,0,0,100,0,2025-01-12 04:54:08+00:00,tl,TRUE,4.97E+14,4.04E+14,4.23E+14,FALSE,2,2
1.64E+14,@8487425494700 pakiusap huwag natin iboto si kiko at bam!,0,0,0,0,138,0,2025-01-31 15:06:17+00:00,tl,TRUE,7.43E+14,8.49E+12,7.33E+14,FALSE,0,0
9.82E+14,"Pagpapaunlad ng transportation system, edukasyon, at ekonomiya para sa mga small entrepreneurs at mga magsasaka ang mga pangunahing prayoridad ni Mario Valbuena sakaling siya ay maging senador. #SMNISukatan #Sukatan2025 #Halalan2025 #Eleksyon2025 [LINK]",1,0,1,0,141,0,2025-01-27 07:29:07+00:00,tl,FALSE,9.82E+14,,9.73E+14,FALSE,2,2
3.11E+14,"Senador ni Quiboloy,at ni digong, Sara Lustay Pondo,huwag ng iboto,iboto natin Ang senador na para sa ordinaryong mamayang Filipino [EMOJI Djibouti]",0,0,0,0,23,0,2025-01-21 12:57:43+00:00,tl,FALSE,3.11E+14,,9.79E+14,FALSE,0,0
2.47E+14,@972890161400492 Huwag iboto ang tuta ng China [EMOJI China][EMOJI thumbs down] [LINK],1,0,1,0,10,0,2025-01-31 08:52:00+00:00,tl,TRUE,8.50E+14,9.73E+14,4.40E+14,FALSE,2,2
2.52E+14,"@636821564298874 @131717941634362 @862941748651955 @771243422644244 Yey! Hanggang sa Huli, Mahalima! Naging masipag bumoto everyday kc mahal namin kayo [EMOJI smiling face with heart-eyes][EMOJI red heart]",0,0,2,0,89,0,2025-01-10 07:57:30+00:00,tl,TRUE,3.92E+14,6.37E+14,4.74E+12,FALSE,0,0
2.44E+14,"Make that 3 3 [EMOJI partying face][EMOJI partying face][EMOJI partying face] congratulations, BINI and salamat sa lahat ng Blooms na hindi nagsawang bumoto! Ang tagumpay ng BINI ay tagumpay din nating mga Blooms [EMOJI heart hands light skin tone][EMOJI light blue heart] PANTROPIKO WISH POP SOTY KARERA POP PERF OF THE YEAR BINI WISH GROUP OF THE YEAR #10thWishMusicAwards",1,0,3,0,199,0,2025-01-19 23:14:46+00:00,tl,FALSE,2.44E+14,,9.00E+14,FALSE,0,0
5.18E+14,@995120649715525 Opkors nmn kiko and bam sa darating na halalan,1,0,3,0,378,0,2025-01-30 03:11:44+00:00,tl,TRUE,2.13E+14,9.95E+14,6.78E+14,FALSE,1,1
5.22E+14,Congratulations again to HORI7ON! Salamat po ulit sa mga nag-ipon and bumoto. Ipon po tayo ulit. #HORI7ON #@326113279315827 @53598613199125,2,0,10,0,207,0,2025-01-20 02:20:25+00:00,tl,FALSE,5.22E+14,,6.90E+13,FALSE,0,0
4.00E+14,"Tapos kapag may Citizenship na, may KARAPATAN na maging PULITIKO yang CHINCHONG na yan. Balik ligaya ulit ang mga illegal POGO worker hanggang sa ma-INVADE na tau dahil sa kaHANGALan ng mga Senate at Congress natin. Well.MONEY TALKS. #Halalan2025 #TanongNgBayan #Eleksyon2025",0,0,0,0,25,0,2025-01-29 03:35:46+00:00,tl,FALSE,4.00E+14,,9.74E+14,FALSE,1,1
4.47E+14,Iboboto parin. Kasi hindi pa convicted! Si france castro ang hindi na dapat iboto kasi convicted na. Dapat wala na sya sa congreso.,0,0,0,0,32,0,2025-01-11 09:26:04+00:00,tl,FALSE,4.47E+14,,9.10E+14,FALSE,1,1
6.14E+14,Ilang kandidato ang sumalang sa #Harapan2025 kung saan kinikilatis ng ABS-CBN News ang plataporma ng mga nais maging senador. #Halalan2025 Kaugnay na balita [LINK] [LINK],3,0,8,0,1227,0,2025-01-21 13:39:58+00:00,tl,FALSE,6.14E+14,,5.10E+14,TRUE,2,2
5.55E+14,@776109641341820 Wag iboto ang mga nagpasara ng ABS CBN. Pro-China at Pogo pa yan. Aso ni Duterte! Wag magpabudol! [EMOJI cross mark][EMOJI cross mark][EMOJI cross mark],0,0,0,0,27,0,2025-01-05 13:53:09+00:00,tl,TRUE,4.16E+14,7.76E+14,5.00E+14,FALSE,1,1
9.06E+14,Bumoto na lang tayo sa nylon mga kahels while on air yung epi ng pebebe tonight. KAIJARREN ANG KAHELANGAN #KaiRen,1,0,2,0,34,0,2025-01-15 11:44:27+00:00,tl,FALSE,9.06E+14,,6.27E+14,FALSE,0,0
3.72E+14,"ELECTION SEASON NA! Opisyal nang nagsimula ang election period ngayong araw, Enero 12, para sa 2025 senatorial at local polls. Epektibo na ang nationwide gun ban hanggang sa araw ng halalan sa Mayo habang nagpakalat na rin ng checkpoints ang COMELEC at PNP. #Desisyon2025 [LINK]",2,0,7,0,5273,0,2025-01-11 18:36:43+00:00,tl,FALSE,3.72E+14,,9.83E+14,FALSE,2,2
3.25E+14,i just wanna know kung lumabas ba sa tl ng girls yung poll at kung bumoto ba sila at sino ang binoto nila if ever HAHAHAHAHHA,0,0,0,0,4,0,2025-01-21 15:34:23+00:00,tl,FALSE,3.25E+14,,8.91E+14,FALSE,0,0
6.81E+14,@589029215591253 O pwede namang hikayatin ang media na magsagawa ng pagsusuri sa kahusayan o kawalan ng kahusayan ng COMELEC sa pagtupad ng kanilang tungkulin?,0,0,0,0,7,0,2025-01-25 22:42:36+00:00,tl,TRUE,7.42E+14,5.89E+14,2.88E+14,FALSE,2,2
2.34E+14,"Nagbabala ang Commission on Elections sa mga kumakandidato na may malalaking billboards na nakalagay sa EDSA, sa mga public property at sa mga palengke. [LINK]",0,0,0,0,46,0,2025-01-07 12:37:22+00:00,tl,FALSE,2.34E+14,,8.67E+14,FALSE,2,2
4.60E+14,"Dami sumali sa INC rally, ano? Kaso balita ko, mas malala pa iyang mga iyan sa mga peyborit kong Kakambings. Iyong tipong sumasali sa mga rally kaso hindi naman pala rehistrado para bumoto. Kemy. [EMOJI relieved face] BWAK BWOK BWEK BWAK",23,14,312,4,24889,6,2025-01-13 08:34:59+00:00,tl,FALSE,4.60E+14,,5.63E+14,FALSE,1,1
8.75E+14,bumoto na si pareng bambam kaya magvote na rin kayo,0,0,0,0,49,0,2025-01-14 10:11:11+00:00,tl,FALSE,8.75E+14,,6.70E+14,FALSE,0,0
9.37E+14,Epal-itiko bawal sa pamimigay ng ayuda ng gobyerno Comelec [LINK] via @827665784425014 Online,0,0,0,0,13,0,2025-01-23 02:53:38+00:00,tl,FALSE,9.37E+14,,9.55E+14,FALSE,2,2
5.43E+14,Humanda tayo sa next round ng botohan 1 pick only guysss stick to JL please juseyo,0,0,0,0,13,0,2025-01-17 16:43:19+00:00,en,FALSE,5.43E+14,,3.81E+14,FALSE,0,0
3.95E+14,Gagi wag niyo kasi iboto! Babawiin lahat un pag naka upo!,0,0,0,0,196,0,2025-01-17 21:21:57+00:00,tl,FALSE,3.95E+14,,5.72E+14,FALSE,1,1
7.37E+14,"Siya po ang front runner ng ML Party List, Pakatandaan po sa darating na election .Ma-Libog ML Party List po ay huwag iboto. Leila Deli-Ma-siba sa Saba at nakiki-apid sa may asawa. Protector din po siya ng mga drug lords at drug peddlers sa bilibid nung siya ay DOJ secretary! [LINK]",0,0,0,0,8,0,2025-01-19 04:23:21+00:00,tl,FALSE,7.37E+14,,3.87E+14,FALSE,0,0
4.96E+14,@618147134788255 Kung dinilaan nya yung pwet baka iboto ko sya. Makukuha nya paghanga ko. Nahiya pa ang siraulo. [EMOJI face with tears of joy][EMOJI face with tears of joy][EMOJI face with tears of joy][EMOJI face with tears of joy][EMOJI rolling on the floor laughing][EMOJI rolling on the floor laughing],0,0,2,0,49,0,2025-01-21 08:31:10+00:00,tl,TRUE,1.21E+14,6.18E+14,3.53E+14,FALSE,1,1
1.69E+13,"Sa kabila ng pagkwestyon ng Comelec, Oplan Katok ng PNP, tuloy pa rin ayon kay Gen. Marbil [LINK]",0,0,0,0,22,0,2025-01-30 10:31:25+00:00,tl,FALSE,1.69E+13,,1.09E+14,TRUE,2,2
4.30E+14,"2nd place man sa botohan, sa bandang dulo panalo pa rin naman [EMOJI smiling face with open hands][EMOJI smiling face with open hands][EMOJI smiling face with open hands]""buhay ay'di Karera""indeed [EMOJI red heart][EMOJI red heart][EMOJI red heart] congratulations! [EMOJI clapping hands][EMOJI clapping hands][EMOJI clapping hands]",0,1,2,0,88,0,2025-01-19 14:15:43+00:00,tl,FALSE,4.30E+14,,2.50E+14,FALSE,0,0
7.24E+14,@697216793328325 I don't get it nun halalan 2022 Todo suporta mga DDS sa mga Marcos Pero ngayon galit na galit Kay Marcos[EMOJI face with tears of joy],0,0,0,0,4,0,2025-01-31 18:20:52+00:00,tl,TRUE,8.88E+14,6.97E+14,4.57E+13,FALSE,1,1
8.83E+14,@556776310795431 Luma na yang ganyang style na aamin sa pagkakamali para may paawa effect sa mga bobotante. Ang pinaguusapan dito ay bakit dapat iboto ang isa o 2 pang Tulfo at anong qualification nyo bukod sa broadcasters kayong magkakapatid?,0,0,0,0,23,0,2025-01-07 16:14:56+00:00,tl,TRUE,2.10E+13,5.57E+14,3.13E+14,FALSE,1,1
9.69E+14,Mahalagang paalala huwag iboto ang Kapartido Ng Mga Extrajudicial Killings Duterte. Mahal na mahal ang sinto sinto at tuta na china ni Inday Sara Duterte mga Kapartido Ng Mga #EJK #Duterte. #VPSaraDuterte Ikulong #DuterteIkulong [LINK],0,0,0,0,37,0,2025-01-11 11:26:51+00:00,tl,FALSE,9.69E+14,,2.82E+14,FALSE,1,1
8.82E+14,Pera ng mga Pilipino na halos aabot ng 150 million pesos ang sinayang lang ng Comelec dahil sa mga naiprentang balota na hindi na magagamit. Nangungutang na nga tayo mapunta pa sa wala ang pera natin! [EMOJI face with symbols on mouth] [LINK],27,33,69,7,6089,3,2025-01-21 06:37:40+00:00,tl,FALSE,8.82E+14,,9.02E+14,TRUE,1,1
7.32E+14,Kasabay ng paghihigpit ng seguridad sa buong bansa para sa papalapit na #Halalan2025 ay ang pagpapatupad ng gun ban. [LINK],17,3,67,2,9179,1,2025-01-11 23:00:01+00:00,tl,FALSE,7.32E+14,,4.04E+14,TRUE,2,2
3.84E+14,"#TheMandate2025 Pag-iimprenta ng mga balota, tinuloy na ngayong araw COMELEC, kumpyansang maabot pa rin ang target ngayong Abril via @656326432218449 #BrigadaBalitaNationwide #BrigadaPH [EMOJI television] WATCH LIVE [LINK]",0,1,0,0,9,0,2025-01-27 04:04:18+00:00,tl,TRUE,6.55E+14,1.09E+14,1.09E+14,TRUE,2,2
9.63E+14,@403780272519270 Puro balak naman yan ng comelec. Sana totohanin.,0,0,2,0,479,0,2025-01-24 06:12:06+00:00,tl,TRUE,5.98E+14,4.04E+14,8.99E+14,FALSE,1,1
6.69E+14,"@492771802193429 Sen.BONG MALASAKIT, Sen.V.Rodriguez at Sen. Lambino lang ang dapat na IBOTO sa KANILA.",0,0,1,0,439,0,2025-01-26 01:44:50+00:00,tl,TRUE,7.95E+14,4.93E+14,9.62E+14,FALSE,2,2
1.66E+13,"@776109641341820 eh di ba kasama ka at kayu sa mga uto utong bumoto jan kasama ang santa santita mong VP? bobo ka talaga Boi Goiter! dinamay nyo buong Pinas sa kabobohan nyo, mga UNITAE!",0,0,0,0,25,0,2025-01-04 03:18:21+00:00,tl,TRUE,2.67E+14,7.76E+14,8.68E+12,FALSE,1,1
4.83E+14,"@460436796410133 Wag iboto ang abusadong ito, magnanakaw at TNT ng America.",0,0,1,0,124,0,2025-01-28 12:02:28+00:00,tl,TRUE,4.20E+14,4.60E+14,3.89E+14,FALSE,1,1
1.97E+14,"Pwede bang di muna bumoto this year? Tang na di worth it mga tumakbo sa election lalo na yung mga senador, ayoko may pagsisihan sa huli.[EMOJI relieved face][EMOJI relieved face]",0,0,0,0,8,0,2025-01-08 13:29:31+00:00,tl,FALSE,1.97E+14,,6.64E+14,FALSE,1,1
1.17E+14,@388043756860081 haha mananalo yan.hawak nila isang district sa quezon.at madami yang scholar. ang huwag iboto ang Dugyot partylist,0,0,0,0,12,0,2025-01-24 08:58:09+00:00,tl,TRUE,8.77E+14,3.88E+14,1.41E+14,FALSE,1,1
6.35E+14,"Huwag iboto daw ang Gabriela Women's Partylist Super Smile [EMOJI sparkling heart] Sarah Elago [EMOJI sparkling heart] at pati ang kaibigan mo si #ArleneBrosas yung sabi ang Boycott SMNI. Hindi mag-reresearch ay si Digong #EJK #Duterte isa siyang CPP-NPA-NDF, [EMOJI sparkling heart] Sarah Elago [EMOJI sparkling heart] [LINK]",0,0,0,0,62,0,2025-01-03 11:56:53+00:00,tl,FALSE,6.35E+14,,2.82E+14,FALSE,0,0
3.60E+14,wtb lfs enhypen wtl walk the line tour bleachers center 2 bc2 ticket ph - may proofs po ako na bumoto ako can provide proofs if u need - can do meet up kaliwaan around last week sana ng Feb or kahit sa D-Day - SRP lang sana or di ganon kataas ang tubo - dm me your offers,1,0,1,0,704,1,2025-01-28 03:01:57+00:00,tl,FALSE,3.60E+14,,6.00E+14,FALSE,2,2
8.95E+14,@577599718880651 Sa Tarlac Agricultural University na lang kayo tumakbo! Talunin nyo yung mga batang estudyante sa school campaign nila. Wag na kayo makisawsaw pa sa pambansang botohan dahil sa inodoro ulot kayo pupulutin!,0,0,0,0,5,0,2025-01-31 06:34:40+00:00,tl,TRUE,5.86E+14,5.78E+14,4.76E+14,FALSE,1,1
2.99E+14,"kung magkalaban ang dalawang fav ko sa voting,'wag kayo mag expect sakin na bumoto HAHAHAHAHA",0,1,0,0,27,0,2025-01-12 07:00:23+00:00,tl,FALSE,2.99E+14,,8.20E+14,FALSE,0,0
6.49E+14,"TINGNAN Ang mga #PatrolngPilipino, nandito para sa inyo sa #Halalan2025. Anumang hamon, anumang panahon, at anumang paraan, nananatili ang ating ABS-CBN News In the Service of the Filipino, mula noon hanggang ngayon. [EMOJI red heart][EMOJI green heart][EMOJI blue heart] [LINK]",0,0,4,0,130,0,2025-01-16 13:36:57+00:00,tl,FALSE,6.49E+14,,2.57E+14,TRUE,2,2
4.72E+14,"He's the worst. Pinaka inutil at pinaka hindot na presidente ka @861738054403097 ang dami natalagang nagkamali ng pagboto sayo letse ka , kasama na ko dun sa sobrang nagsisising bumoto kaya deserve mong murahin araw araw.",0,0,0,0,4,0,2025-01-20 00:55:50+00:00,tl,FALSE,4.72E+14,,3.09E+13,FALSE,1,1
3.70E+14,Deboto na Kristyano pero pag halalan mga pahirap na demonyo at alagad ni Taning ang mga binoboto. [EMOJI relieved face] #Halalan2025 [LINK],2,0,3,0,162,1,2025-01-24 06:09:25+00:00,tl,FALSE,3.70E+14,,6.49E+13,FALSE,1,1
7.32E+14,@634504274508609 Paki explain sa amin mga Senador na bumoto ng Yes good reason please!,0,0,3,0,1155,0,2025-01-30 01:54:26+00:00,tl,TRUE,2.01E+14,6.35E+14,3.68E+14,FALSE,0,0
7.80E+14,Tututukan ng Philippine National Police PNP ang paglaban sa tatlong G at isang F para sa seguridad ng nalalapit na 2025 midterm elections. [LINK],0,0,0,0,74,0,2025-01-20 11:21:53+00:00,tl,FALSE,7.80E+14,,6.69E+13,TRUE,2,2
9.38E+14,"@341019934908501 @249344188261153 And blooms, huwag n'yong kalimutan bumoto sa wish music dahil bukas na ang end noon[EMOJI heart hands medium-light skin tone]",0,0,0,0,69,0,2025-01-09 10:39:18+00:00,tl,TRUE,5.04E+14,7.25E+14,7.25E+14,FALSE,0,0
4.16E+14,Ano ba yan? Useless lang pla pagpupuyat last time? Anjan pa din yung mga natalo. Para san pa yung ginawang botohan last time?,0,1,0,0,173,0,2025-01-29 11:51:42+00:00,tl,FALSE,4.16E+14,,5.35E+14,FALSE,1,1
6.90E+14,@547678401530064 @941886432473138 @165995616383095 @463223197368743 @343093883890676 Nagtataka talaga ako bakit di nasasali ang KaiRen sa mga botohan [EMOJI grinning face with sweat],0,0,0,0,78,0,2025-01-05 15:27:34+00:00,tl,TRUE,2.11E+14,5.48E+14,9.33E+12,FALSE,1,1
3.12E+14,"@403780272519270 Walang kalidad ung mga pinapasa ng COMELEC, as in wala. Sa pilipinas kung sino sino lang pinapatakbo, samantalang pahirapan sa requirements pagdating sa ibang trabaho. Ang pagiging senador ay trabaho din pero ung requirements ewan nalang.",0,0,2,0,101,0,2025-01-24 07:58:15+00:00,tl,TRUE,5.98E+14,4.04E+14,4.54E+14,FALSE,2,2
7.33E+14,"Wag iboto ang Tambaloslos! Palasin na ang mga Vangag, sinungaling at mambubudol sa Malakanyang. Wag kalimutan wag iboto ang mga NPA at Dilawanpinktae![EMOJI check mark button][EMOJI oncoming fist][EMOJI oncoming fist][EMOJI Philippines] [LINK]",55,47,163,2,11127,4,2025-01-04 19:23:30+00:00,tl,FALSE,7.33E+14,,9.75E+14,TRUE,1,1
3.04E+13,@742776083943287 Magbabakasyon ako para bumoto na din. 1 ka na mam.,0,0,0,0,75,0,2025-01-21 06:15:09+00:00,tl,TRUE,2.65E+14,7.43E+14,1.94E+14,FALSE,0,0
2.52E+14,"karamihan sa mga botante ay tina-trato lang na 1 araw ang halalan, pagkatapos balik na sa sariling buhay. kuhain ang anu mang ibibigay ng mga kandidato, PERA NATIN YAN. tax natin yan! pero isama nyo sana ang TOTOONG NAGLILINGKOD AT MAY MALASAKIT. VOTE FOR #KIKOBAM SA 2025. [LINK]",0,0,0,0,30,0,2025-01-11 19:08:15+00:00,tl,FALSE,2.52E+14,,2.02E+14,FALSE,1,1
3.98E+14,@870691721370897 Di p halalan yan ah. nu gingawa ng comelec?nilulusot mga mandatsya?,0,0,0,0,12,0,2025-01-06 02:15:48+00:00,tl,TRUE,3.71E+14,8.71E+14,7.37E+14,FALSE,1,1
4.92E+14,"@880917615908908 Tonta! Kahit 50 milyones pa bumoto sa amo mo, may karapatan ang Kongreso sa budget na ibibigay sa kanya esp kung ganyang ayaw nya ipaliwanag paano nya ginasta ang funds na ipinagkatiwala sa kanya ng taumbayan.",0,0,4,0,182,0,2025-01-16 08:44:15+00:00,tl,TRUE,3.73E+14,8.81E+14,3.44E+13,FALSE,1,1
9.02E+14,@409028437110193 Kasalanan lahat ito ng mga bobong pilipinong botante.,0,0,0,0,14,0,2025-01-31 07:40:51+00:00,tl,TRUE,1.95E+14,4.09E+14,8.10E+14,FALSE,1,1
7.78E+13,"@165125385587409 And in case u didn t know, padergreg is rain talaga yan na naging kairain.alam naming homies yon. And hindi big deal sa amin yun kasi we re glad pa nga na naging kairain apaka selosa sa botohan pero kapag may kairain ganaps, who u kami sa inyo. Aba ayos!",0,0,2,0,104,0,2025-01-15 11:58:36+00:00,tl,TRUE,9.87E+13,4.09E+14,4.09E+14,FALSE,1,1
5.87E+14,"@589029215591253 Hirap oaniwalaan na paglilingkod sa bayan ang motibo kung ganyan kalaki ang ginagastos sa halalan pa lang, san nila babawiin yan kundi sa Kupit!",0,0,0,0,8,0,2025-01-17 13:14:50+00:00,tl,TRUE,5.56E+14,5.89E+14,4.12E+12,FALSE,1,1
5.76E+14,"daig nyo pa ang daga sa inaasal ninyo, kadiri kayo. hindi na nga kayo bumoto, perwisyo pa kayo sa SEVENTEEN.",0,0,0,0,22,0,2025-01-16 11:24:16+00:00,tl,TRUE,7.17E+14,1.88E+14,1.88E+14,FALSE,1,1
3.95E+14,di po kaya karmahin mga bumoto ng lubog dyan [EMOJI pensive face],0,0,0,0,27,0,2025-01-15 09:40:46+00:00,tl,FALSE,3.95E+14,,1.50E+14,FALSE,1,1
5.55E+13,@17206896528823 Diyan magaling mga DDShit. Sisiraan yun taong nung isang lingo lang nakikisakay sa talking points niya kasi pabor sa katangahan nilang bagsakin yun binoto nilang inutil. [EMOJI clown face] Bumoto na nga kayo ng magnanakaw at nagsisi. Shutup na lang kasi dapat mga BOBO. [EMOJI face with rolling eyes][EMOJI middle finger],1,0,6,0,193,0,2025-01-27 04:24:11+00:00,tl,TRUE,9.61E+14,1.72E+13,3.58E+14,FALSE,1,1
6.69E+14,Mga beh paki ayos pagboto sa halalan wala kong balak mag ibang bansa kaya please lang [EMOJI grinning squinting face],0,2,0,0,26,0,2025-01-30 15:11:57+00:00,tl,FALSE,6.69E+14,,6.83E+14,FALSE,0,0
8.65E+14,"@466085634041458 Wag iboto si asong senadores ni du30 si Tolentino Cayetano Binay Lito Lapid zubiri junggoyat Central bank Estrada Bong Revilla, Bong Go, Bato, mamatay Tayo sa hirap, mataas presyo ng bilihin, bigas, gas cylinder and koryente kita mo seeking peace daw eh mga dutertes are killers",0,0,0,0,48,0,2025-01-14 11:07:29+00:00,tl,TRUE,6.85E+14,4.66E+14,4.82E+14,FALSE,1,1
1.03E+14,Parang awa niyo na! Gusto niyo ba na maging tuta tayo ng China?! Ayudin niyo buhay niyo at HUWAG iboto ang mga to!,0,0,3,0,59,0,2025-01-03 10:44:46+00:00,tl,FALSE,1.03E+14,,7.22E+14,FALSE,1,1
3.09E+14,"ITO ANG SIMULA. Sama-sama tayo, mga #PatrolngPilipino, at ang buong pwersa ng ABS-CBN News na ipapatrol ang mga boto at ipapanalo ang boses ng Pilipino ngayong #Halalan2025! [LINK]",21,2,171,3,23031,2,2025-01-15 02:29:29+00:00,tl,FALSE,3.09E+14,,7.87E+14,FALSE,0,0
