text,tweet_ids,sentiment1
@abmorallo nung chineck ko yung final ballots sa comelec sir may separate na ballot for 1st and 2nd district? gulat din ako HAHAHAHA,['1485845787007356933'],0
Ang simple lang kung tutuusin dahil malapit nadin ang Eleksyon at ngangayon lang nag karoon. Pero ang saya na may HQ na ang Mendez for Leni-Kiko face holding back tears tulip growing heart [LINK],['1519660336940748801'],0
"So sabi ko""'Di ko na po ba kayo mahamig,'tay?""Sabay tawa.""Kay VP Leni po kasi ako.""Sabi niya mapag-iisipan pa naman daw. Itong halalan naman daw ay'di tungkol sa laban ng Pilipino sa Pilipino kundi sa paghahangad ng maayos na pamamahala. Sabi ko sa isip,""May pag-asa'to.",['1493093307391508482'],0
"Yung ang ganda ng Motto ni BBM""ITULOY ANG PAG KAKAISA""Tapos sya yung pinag kakaisahan ng mga tao mga dilawan mga inggit mga takot sa Panunungkulan ng Marcoses. Jusko wla pa ang halalan pero mukhang may nanalo na. #BBMIsMyPresident2022 #BringBackMarcos",['1454124102965350405'],0
Takot na takot kayo masyado kay Leni @COMELEC HAHAHAH,['1501227822010216449'],0
@MarcoTay7 @PinoyAkoBlog Oo alam ko pero confused face kung titing nan mo sa survey wala eh panalo na si bbm election pa kaya grinning squinting face hahahaha sure na yun tol bbm na hahaha rolling on the floor laughing rolling on the floor laughing ewan ko nalang kung matalo pa si bbm baka mag wala mga tao hahah depend na matalo nnmn si bbm kung may mang dadaya nnmn haha alam na rolling on the floor laughing rolling on the floor laughing,['1471063256433565696'],0
@awn2n8 Yup gets ko naman HAHAHAHA pero jusko mag-e-election na kasi. Mali man ako o hindi. Nako may hidden agenda talaga yan sismars. Pero bahala na sila. Isko rin naman ako noon grinning squinting face pero for VP Leni. eme,['1440016672069279745'],0
"Ngayon ko lang napanood yung The Kingmaker, nakailang iyak ako. Seeing #PresidentLeniRobredo there, bravely fighting, I see hope. Pero mas nakita ko kung gaano kaimportante tong election na to. At kung gaano kalaki yung role natin ngayon #LeniRobredo2022 loudly crying face",['1502840512952545281'],0
Dati ko pa suportado si Leni and talagang totoo sya sa mga salita nya. May pagbabago kung si Leni ang mananalo bilang President sa halalan 2022 smiling face with smiling eyes #SamaSamaTayoPilipino [LINK],['1463776004447809538'],0
@Akoganda12 @Charlbumbum @dennisquijada4 @Hustlingmind @Justmeplz2 @785190b5febc43f @grace durias @BuangSonny @GrowlHarhar @dragun214 @fugitivemind @Genkuro1030 @Disisyiti @BisayangOrig @GraceEverlast @ces riki @lenirobredo @FedicTheGreat @MarionA56n @Du30Titan @marcosdaily ph @srsasot @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena guanzon @philstar @interaksyon rolling on the floor laughing rolling on the floor laughing . Oo nga.dami ko talagang tawa jn rolling on the floor laughing Oo nga kahit anong paninira nila Lugaw is essential! VP lang sakalam.,['1482289445726748673'],0
nakakaiyak naman'yung saya na nararamdaman ko rn dahil sa conversation namin nina mamu at papu about election acckkk,['1522097912536199168'],0
@leni10president @bhevzkyren @COMELEC sorry di ako takot sa style nyo face with tears of joy face with tears of joy face with tears of joy eto pa tag mo pa [LINK],['1513717319327006727'],0
@amigoManila Bakit aantayin pa matapos election ngayon pa lang alam mo ng panalo si BBM AT SARA abay layas na agad agad,['1470923500944867337'],0
"same, ny dad's a Leni supporter and im his opposite hahaha tbh wala nman sa political bet yan eh. Respect lang sa bet nung isa and expect the same. Di naman kailangang personalin yan since talo-talo rin after election. [LINK]",['1474018849557151750'],0
@hoTristan28 BUTI NALANG LENI AKO THIS 2022 ELECTION red heart BEKE NEMEN,['1450481291455909890'],0
Un una napatawa tlg then bigla ko naalala.oo nga pla ky tahimik siguro ang comelec kc may pinagplaplanuhan. flushed face ky keep on praying guys na wag sna mangyri kinakatakutan ntin dyn.lalo lam ntin kung sino ng appoint s comelec. folded hands [LINK],['1510558024917987328'],0
me and my friends walked from calios to bayan ng santa cruz last night. all out na talaga mga candidates for election. super traffic na ulit kagabi. but it's okay. it's always fun to walk kahit malayo pa ang lalakarin basta't friends mo ang kasama. pagod puro tawa grinning squinting face,['1522754255983362050'],0
hoy kinukuha ako mag cater ng 90 pax for election hahahahaha saya naman folded hands folded hands folded hands folded hands folded hands,['1519512991779422208'],0
"Ang ganda, ang saya pag nag tutulungan lahat, sana hindi lang ito during eleksyon. [LINK]",['1506506622277156868'],0
Kapag ba BBM binoto mo sa eleksyon Marcos Apologist na? Hahahaha,['1440874779649581059'],0
"Tuwing halalan naaalala ko si Tatay, isa syang Marcos loyalist. Siya ang Barrio Kapitan nuong Presidente pa si Apo Marcos. Puhunan ang apelyido pag takbo, sa halalan. Naging Brgy Chairman ako 1994-1997,at bunso, namin, 2002-2007.BBM SOLID KAMI, [LINK]",['1449886441010434050'],0
Last 2016 election I voted for Leni. At hindi talaga ako nagsisi smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes #KakamPinkSa2022 #LetLeniLead2022 [LINK],['1461233143705264132'],0
"@election 2022PH @manilabulletin Ahahahahaha, lakas ng tawa ko sa Junior Snort squinting face with tongue face with tears of joy . Ako naman sabi ko si Bongbong Singhot! squinting face with tongue face with tears of joy",['1461982239839834119'],0
"@iampinglacson Sa daming lumalabas na baho at drama ng election ngayon, mapapa isip ka na lang kung ano ba talaga ang tunay na intention ng lahat. Nangingibabaw ang pangalan ni Ping Lacson kung ang titignan natin ay prinsipyo at integridad. #PingLacson #PingGaling",['1462680366892740609'],0
@Orangee08917011 @sejoalzir True po. Like us Leni kmi lahat sa bahay. Pero hindi nmn nmin kailangan sumama sa lahat ng caravan niya kasi mejo may edad n mga Tao sa haus hapuin na . Sa eleksyon nmin ibibigay ang buong buong suporta nmin sa knya. Solid un,['1473834037777104896'],0
Tinanong ko yung ninong ko kung bakit BBM yung boboto niya sa darating na eleksyon sabi niya kasi maganda yung nagawa ng tatay niya face with tears of joy ayun buti nalang nalinawan at nabago ko yung way of thinking niya.,['1462802623816343559'],0
tawang tawa ako sa election ng club ano't nagpapasahan HAHAHAHAHAHAHAHAHAHAHAHAAHAHAHAH,['1445659491614162944'],0
smiling face with hearts smiling face with hearts smiling face with hearts Kapuso Actress Lauren Young nakiisa rin sa mga artistang susuportahan si VP Leni Robredo sa kanyang kandidatura sa Halalan 2022. [LINK],['1463440420419956736'],0
"Maka-Leni naman na talaga parents ko pero hearing my dad proudly say""Leni tayo Leni tayo""with a smile and matching hand sign smiling face with smiling eyes sobrang saya. Andami na election pinagdadaanan ni papa and I'm sure ito yung isang election na hopeful din siya.",['1520269386501660672'],0
sobranh saya basahin nung transcript ng comelec hearing shet HAHAHAHAHAHAH,['1481615994367799299'],0
"Yung pong mga BBM supporters na hanggang ngayon eh gigil na gigil sa galit pa rin kay VP Lobredo at hindi maka move on kahit tapos na ang election, i-Dolculax nyo na yan. slightly smiling face #postElection #MoveOn [LINK]",['1526545415566348288'],0
So my lolo and tito are talking about how bbm can win this election without a doubt hahahaha gusto kong sumabat pero di nalang kase nasa byahe kame baka bigla akong iwan dito sa bundok loudly crying face face with tears of joy face with tears of joy face with tears of joy,['1514501221759197185'],0
"@BenjPagt @honey galvez22 Yakapin mo sister mo, tell her mag parehistro sa susunod na eleksyon para may saysay ung galit nia sayo face with tears of joy spread love brother besides you are family after all.",['1526023418331680769'],0
@j legaste Sure ako sa election day BBM pa din iboboto nun. Nakulitan lang yun sa inyo.,['1472472307977584645'],0
"It was only until yesterday na OK na ako makipag usap tungkol sa election. Prior to that iwas din ako sa socmed. Ang lungkot lungkot kasi. I think ang laking impluwensya din nung mga FB live, tweets, thanksgiving rally nina Leni. Even in defeat, @lenirobredo still radiates hope.",['1526008296578379777'],0
"@rowena guanzon Enjoy mo lang madam. Matatapos na kampanya at election. Sana maalis ang sakit,poot at galit sa puso mo. Lab lab lang gaya ng mga UNITEAM. Mabuhay ang PILIPINAS red heart green heart victory hand oncoming fist",['1508088159736791040'],0
leni tatakbo sa halalan 2022 bilang president cutie,['1440277315661942794'],0
"@Richeydarian Sa kanila na ang survey, kay leni ang election winking face",['1451157663325175810'],0
@iampinglacson @edupunay @PhilippineStar Partly true true intention can be defined by consistency. Actually parang si MP at Leni lang ang consistently na tumutulong kahit hindi pa election.,['1472148992431915011'],0
May nagbalita na ba sa biased media ng Nationwide BBM Caravan?!? [LINK] Simula pa lamang ito at itutuloy namin hanggang eleksyon hanggang mahalal ang Pangulo #BBM. MarcosSara2022 #MarcosJr2022,['1462296691076259844'],0
Skl! Naalala ko lang day before ng exam imbes na makisaya sa bday ng pinsan ko panay laptop lang ako para sa reviewer then eto pa yung nalaman ko election results at iyak nang iyak. While taking the exam halohalo yung kaba for future ng Pinas result neto. But God is really good! [LINK],['1526230001363742720'],0
@lenirobredo Si VP Leni noon at ngayon laging nagtatrabaho kaya may karapayan kaming ipagmalaki siya at pasalamat. Yung iba naman kasi huwag na tayong maglokohan tuwing malapit lang ang eleksyon nagpaparamdam. Tapos sila pa galit nun. grinning squinting face see-no-evil monkey,['1471693683972243463'],0
@News5PH Ok lang. ganito man din last election. Na no. 3-4 si Busy Presidente Leni. Sa eleksyon tayo mag kita!,['1452036535109308420'],0
"kaya sa mga kababayan ko wag na po sana naten sayangin ang boto naten sa may 2022, ihalal po naten ang taong may disiplina at galit sa magnanakaw sa kaban ng bayan. Sen Ping Lacson for 2022 presidential election. [LINK]",['1507107752312651803'],0
Tawang tawa ako sa mga linyahan na sumisikat gawa ng eleksyon e .,['1527138755097677825'],0
Tawang-tawa ako sa post and comment niya. grinning face with sweat Anyways marami mang pumunta sa rally doesn't mean na susuportahan pa din siya sa May 9. Let's just work and hope and do our best na marami pa din tayong maturuan at mamulat ang mga mata bago dumating ang araw ng halalan. [LINK],['1506506096097202178'],0
"I just woke up from nap and had a dream. Nakausap ko daw si VP Leni Robredo in a place after the virtual meeting niya. Tapos I confidently told her na""VP Leni, don't you worry. Mananalo ka this election. Lalaban tayo. Nasa iyo ang suporta ng buong kabataan.""#LetLeniLead2022",['1470989609630765059'],0
"I know hindi parin po ako prepared magka jowa and all that shit kaya pls okay lang po sa akin ang mag-isa basta si VP Leni ang manalong President sa paparating na halalan. Lord, hindi kona po kaya ng maraming negativity sa buhay ko. PLEASE HUHUHU",['1471414217601613824'],0
@TrillanesSonny @MgaGwapoForLeni Hahahaha tawa ako ng slyt wag kana pong magtampo binoto na po kita mula pa nong last election until now isa ka po sa senator na Di ko tinatanggal sa list ko.tapos na po ako magvote.,['1519143299449118720'],0
"At ito naman ang mga Sumusuporta sa Tandem na #MarcosSaraOnly sa Toronto, Canada, at nakikita natin ang saya sakanilang mukha habang hawak ang Tarpaulin ng kanilang sinusuportahang kandidato sa susunod na Election. #MarcosJr2022 #SaraALL2022 #MarcosSaraOnly [LINK]",['1462335431379283975'],0
sana pwedeng wetv na lang din voting sa eleksyon willing naman ako mass vote for leni,['1439894304332210180'],0
"@sejoalzir Yan Ang totoong me malasakit sa Taong bayan, noon pa man sa dami ng bagyong dumaan si Leni laging Handa at tumutulong. Hindi tulad ng iba Ngayon lang dahil election! Real talk!",['1473148519993454594'],0
@QueLeniTayo @lenirobredo Parang wala ng social distancing. pensive face I'm for leni-kiko at buong pamilya ko. Paano kaya natin mapanatili ang health protocols sa mga activities nya. Baka kasi pag election na me covid na tayo at di makaboto.,['1462187288817909762'],0
after ng election sana may pa exhibit sa mga binigay ka @lenirobredo na kada peoples rally ang saya siguro nun cherry blossom sparkling heart tulip #TalindegPangasinan,['1512430841774821379'],0
"@elysspunsalan Ayun na nga. Kahit magaling pambato mo, iba talaga ang laro ng eleksyon dito sa atin. PERO YES! Nakakalakas nang loob makita na ang dami nang gustong bumoto kay Leni!",['1451761362116362242'],0
@JoePring Panalo na si BBM! Wag na mag election! Super galing nya! Alright! I-proclaim na yan!lol,['1474168851009269762'],0
@manilabulletin @mbseppedrajas Election kaya natulong si BBM?FYI po kahit wala na siyang puwesto sa gobyerno ay may mga nagawa pa rin syang pagtulong.yan po mula 2016 hanggang ngayon di nakakalimot magpaabot ng tulong si BBM.di alam ng karamihan pano bihira ibalita ng mainstream.buti na lang may socmed na. [LINK],['1471955288659881986'],0
"Mula nung eleksyon, ngayon kang ulit ako tumawa WHAHAHAHAHAHA.""New coping mechanism unlocked.""loudly crying face [LINK]",['1524630195080429568'],0
tawang tawa ako sa election of new class off. nag palit lang kasi kami ng position.V.M na ngayon HAHAHA,['1451205003482320898'],0
@ABSCBNNews Agoy! hindi takot sa comelec winking face with tongue,['1480430412614672389'],0
"DONBELLE, thank you for being my PAHINGA. Sobrang stress at drain ko last week dahil sa result ng election and workloads. Siguro naman dasurvvv ko na nakita ko kayo. I love you both so much! Yung isang linggo kong naiyak napalitan ng iyak dahil sa tuwa! face holding back tears red heart black heart #DonBelle [LINK]",['1525984333366173696'],0
@PaladinWars @ilda talk @iMthinkingPinoy @COMELEC Actually earlier than 2021. We already accepted defeat. Takot kasi kayo may maupong Marcos tlga e. Pero this time it won't happen again. Pandaraya n lng tlga ang makakatalo kay BBM! red heart green heart victory hand oncoming fist,['1468578191157899264'],0
Can't wait na matapos ang election na to. Gusto ko kc humalakhak rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,['1491753204186431489'],0
"No idea kung bakit magkakaaway mga tao sa twitter pero please use that energy to pressure your local leaders to support VP Leni. At the end of the day, isa sila sa maghahakot ng boto pagdating ng eleksyon.",['1449626360792510469'],0
"tawang tawa ako sa supporters ni bbm at leni na nag aaway sa fb HAHAHAHA, mga nilamon ng election ampota",['1505455218670006272'],0
bigla ginawa court pati mga daan dito samin kase eleksyon na btw sa ganda mong yan wala kang bf?,['1504829161948426240'],0
"Nung wala pang eleksyon si PRRD ang tinitira ng oposisyon, pero ngayon na papalapit na ang eleksyon, si BBM naman ang tinitira nila tungkol sa pagtulong, teka ano kinalaman ni BBM e kung tutuusin db wala syang pwesto sa gobyerno PERO tumutulong. #uniteamph2022 #BBMSARAH2022",['1472015494542622724'],0
sana hindi'to yung last election na meron tayong pres-vp tandem na ang saya samahan sa laban pleading face growing heart green heart,['1522468863023415297'],0
"Sen, Lacson for 2022 presidential election. Subok na may mataas na moral sa sarili, integridad,disiplina at galit sa kurakot. wakasan na sna ang paulit ulit na pagnanakaw sa kaban ng bayan na syang ngpapahirap sa bawat pilipino. #LacsonSotto [LINK]",['1504590642453704710'],0
"daming issue ng dayaan this election, katakot mag pollwatcher. pero oks lang yan grinning face with big eyes para sa bayaaaan growing heart",['1518614325791170560'],0
@unlawyer @COMELEC @nicoquejano Takot Comelec baklasin dami daw kawad baka makoryente sila at baka mabagsakan pa ng crane grinning face,['1494118544484679681'],0
Naalala ko lang nung 2016 na takot na takot ang JDs na baka mag endorse ng candidate sila James at Nadine at mabash pero iba ang 2022 election. Kailangan manindigan talaga ngayon. Thank you President Nadine! #PresNadine4PresLeni,['1518594861636911104'],0
Wbajajajjajaaj naalala q kagabi may pa discord nyt adviser namin tapos ung usapan napunta sa mga presidential candidates then e2ng isang cmate q shuta apologist pinagpipilitan nya tlgang dinaya si bbm last election lol tas c ser naglecture [LINK],['1451871997055488002'],0
@AnimoArcher Actually wala. Hahaha nagbabasa siya ng placard tapos yan yung sunod niyang nabasa. Kaya super tawa mga tao kasi walang connect sa election or kay Leni mismo ahahaha.,['1521269413982343168'],0
"@YesYesYo13 True kaya kalma lang muna, wag punoin ng galit ang ating puso, malayo pa election!",['1461332189019361281'],0
"@LakbayDiwa22 @DocHappy95 @rollbacco @teta limcangco @sweetsparkle88 @sumshine013 @OchefAntipolo @daveram64183846 Ang saya! Kung meron man tayong naipanalo ngayon election, yun ay ang pagkakaroon ng mga bagong kaibigan na may parehong paninindigan sa atin. Padayon!",['1525867476830941184'],0
tawang tawa ako ginagawa na lang play time yung election aus yan,['1446409891707379712'],0
@artemis1205 @zebastianne @boynextfloor1 @nikkidottxt @hannahbarrantes puro accusation dyan kayo magaling face with tears of joy face with tears of joy face with tears of joy iyak na lang talaga kayo sa Mayo HAHAHAHA sige lahat na kami trolls para sa inyo wag lang masyado masaktan pag natalo ng mga trolls si lenlen sa election winking face with tongue,['1496538069121523723'],0
@bongbongmarcos sana may plano kayo laban sa election fraud. God bless Mr. BBM!,['1451603012367962114'],0
Tagal matapos election para matapos na away netong mga taong ito HAHAHAHAHAHAHAHA. Mga galit na galitttttt e,['1520800367134781441'],0
"With all these flash mobs and performances, ang saya isipin na musicals irl are a possibility. Tipong bigla ka nalang magbebelt out ng Rosas sa gitna ng mall tapos may sasabay sayo HAHAHA Syempre alam ko election season, but still! Ang saya lang isipin! #IpanloNa10ToParaSaLahat",['1516809782795010052'],0
"napanood kong interview ni manny pacquiao kay toni gonzaga,. parang gusto kong pagbigyan si manny sa pagiging president ah, parang the best ung number 1 agenda nya ung mahuli at makulong ang lahat ng corrupt sa gobyerno. #MannyPacquiao for PRESIDENT in 2022 election",['1439807011311394823'],0
"MGA KABABAYAN, wala tayo at di natin ugali ang maglatag ng makinarya para dayain ang eleksyon. Ang meron natin ay MGA TAONG matuwid at malinaw ang paninindigan sa hustisya't katotohanan. Sa miting de avance ni VP @lenirobredo, gawin nating 1 MILYON ang dumalo! DITO SILA TAKOT!",['1518780087994228737'],0
@cinecinecine30 Syempre galit galit muna. After ng election balik tambalan na nman. grinning face with sweat grinning face with sweat,['1511177883469094913'],0
@huuuuuuush May media o wla photo ops man yan sabi nyo o hindi. Wla pake si vp Leni Robredo bsta bukal sa knya tumulong. Kahit hindi election.,['1473269927671103491'],0
"TAWANG TAWA AKO SA TATAY KO! Me Dad sana matapos na election para makapag victory hand medium skin tone na ako sa pictures, baka kasi mapagkamalan akong bhie bhie erm Dad Edi lagyan mo caption not b b m, only happiness HAHAHAHAH MAY POINT NAMAN ANG GOAL NAMAN MAGING MASAYA SA BUHAY DI BA rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing",['1507337845140516868'],0
"@jey writes Ramdam ko yung hinagpis at galit ng dating Gov. Kay BabyM.Sobrang hanga siya kay VP Leni na kahit hindi sila magkakilala,magkaalyado na kahit talo siya sa election sa lugar na yun.Binaliwala niya at siya yung unang tumulong .Nakakaproud talaga si VP Leni.",['1502614164363255808'],0
"My partner already gave up with our government and wala siyang gana sa election ngayon. Sukang suka na siya sa mga Marcos, sa mga corrupt, sinungaling. Pero last night while we were watching the livestream of #PasigLaban, bigla niyang sinabi.""Mananalo yan si Leni, maniwala ka.",['1505845195446784000'],0
ang saya naman pag wala ka pinapanigan sa eleksyon tamang haha react lang kahit kaninong candidate,['1446385923101376512'],0
@datumx11 Today napatunayan yan. Yong mga ABC employers hikayatin nyo mga empleyado o workers ninyo na iboto si Leni at Kiko. Ipaliwanag sa kanila kung bakit importante ang darating na eleksyon at kung bakit si Leni ang dapat iboto.,['1451862972989534214'],0
"Sobrang saya na naging part ako ng event na'to. Nakakapagod pero puno ang puso. Malapit na ang eleksyon, ilaban pa natin, ipanalo na natin to! tulip cherry blossom #TAYTAYaanNa10To [LINK]",['1520997393189466112'],0
@PartidoReporma @iampinglacson @sotto tito Yess! Lacson-Sotto this coming election! Dapat magkasundo ang President at VP!,['1461292420209856521'],0
YESSSSS PANALO AND MANANALO SI LENI! MANANALO SYA SA TWITTER HALALAN 2022.yahooooooooooo! sure na yan!. hahahahaha #LetLeniLead #LetLeniLead2022 #LeniRobredo #LeniRobredo2022 [LINK],['1462782134792298498'],0
"@bongbongmarcos IPAGDASAL NYO SANA MAGKAISA SI SARAH AT SI BBM BONGBONG MARCOS PANGULO,2022. MAGPARAYA KA MUNA SARAH PWEDE KA PANG TUMAKBO SA SUSUNOD NA NATIONAL ELECTION PRESIDENT. DAHIL BATA KA PA NAMAN. AT PARA MAIWASAN ANG PAGKAWATAK WATAK AT HINDI MAHAHATI ANG BOTO NYO. SALAMAT PO.",['1452279147737329667'],0
@Oraki88224091 Basta ako alam ko natalo ni leni si bbm sa election. So mas madami talaga supporter si leni. Fact! 3 tyms pa pinarecount ni bbm yan,['1437392399064391681'],0
"@KlubBasilio88 @jclem3 Marami tayo. Huwag kang matakot. Ganun din ang ginawa ko sa 2016 halalan. Ako lang ang nag yellow t-shirt, narinig ko ang mga dutards bumulong na ang tapang ko. Hindi ko pinansin. Ayokong magpadala sa takot. #NeverAgain #NeverForget",['1501775744103772160'],0
"@teddycasino Digong is pambansang Marites. Number 1 trending ngayon si BBM, sa akin lang patuloy na aatakihin ni Digong si BBM until eleksyon time para makalimutan na tuluyan ang ibang kandidato ng mga botante. Good jod Mr. President!",['1462321823111004161'],0
"Naka-ilang eleksyon na din ako, pero ngayon lang ako pala-iyak twing nakakakita ng politiko [LINK]",['1501859009875554306'],0
"@threatmike @renzaguhob @lenirobredo @kikopangilinan @bamaquino Tuloy ang Pink Caravan ng Team Leni - Kiko sa husay at tibay @BamAquino saan mang panig ng bansa mula Aparri hnggang Jolo. Huwag mabahala, matakot,at mag alinlangan sa banta ng admin. Hawak ng china ang NAPOCOR at Comelec 7 hrs glitch ganun din ang f2 Logistics 2022 provider.",['1462386759963058181'],0
@ayasells huy awit HAHAHAHAHSSGSHAHAHAHAA TAWANG TAWA AKO SA MATATAPOS NALANG ELECTION DI PA DADATING loudly crying face loudly crying face loudly crying face loudly crying face nag world tour na din ata skz niyan,['1510532681561305089'],0
@wadabhubag @loidasandiego77 Hayaan na lang at after election wala na Leni na laman ng dyaryo. puro President BBM and Vice President Sara na ang puro laman.,['1471792361768464385'],0
"@sjylhspj namang nakakagaan ng loob. Lahat ng galit at poot na naramdaman mo sa isang tao ay sadya namang pawi e. Hindi din lahat ng tao ay sasang-ayon sa gusto natin, alam kong alam mo'yan kaya noong last election, gustong gusto kita i-call out, gustong gusto kita pigilan sa",['1518635585271140352'],0
takot na takot madaya si bbm e mas nakaka kaba nga na madaya si Leni sa election e HAHAHAHAHAHAHAHAH,['1523570290285944833'],0
"takot talaga ng mga lalaki si Leni, Ping, dahan dahan naman sa reaksyon mo, isa ka rin na may ganap lang kapag eleksyon. face with tears of joy",['1486381156694368257'],0
"@ABSCBNNews @InaReformina bakit ung mga ibang politico may kaso and ung iba nakakulong pa pero pwd parin silang tumakbo ngaun election and walang nagrereklamo, walang nagagalit, walang nagraraly pero bakit pagdating kay marcos ginagawa lahat upang madsqualify ang knyang kandidatura, galit ang lahat",['1465292031207510020'],0
OH MYGHAD SOBRANG LUNGKOT KO NITONG MGA NAKARAANG ARAW DAHIL SA ELEKSYON PERO SALAMAT SA AYUDA TVING HUHUHUHU MAHAL KO KAYO loudly crying face loudly crying face loudly crying face [LINK],['1524285287220015104'],0
"Tumutulong at patuloy na tutulong kahit walang media, eleksyon man o hindi, yan si Sen. Ping Lacson! smiling face with heart-eyes #odetteph #PingLacson2022 #LeadershipByExample #integridad [LINK]",['1472084373554221056'],0
"@Grateful Geek Yes. True. I am not a first time voter, pero yung engagement ko sa pagsuporta kay VPLeni This election, ay ibang iba . Ngayon lang ako nakaramdam ng saya at kaba at the same time.",['1521723930385416192'],0
@DearUgre Oo nga eh. takot na takot kayo sa 16 Yung binubuhos nyo yung oras nyo kay VP Leni face with tears of joy thanks sa support ha. Kayo nga hindi matanggap ang fact na habang papalapit ang election mas madami ang sumusuporta kay Leni. At pa konti sa inyo. face with tears of joy Wag ma threatened sa 16 Bwahahahahahaha,['1502302044652437504'],0
"ang saya lang kasi bukas election na tapos naka pink sila ngayon jxnsjznzn though wala namang political involve ang cutie lang, sign n yarn melting face #AOSWonderMoms",['1523155011869417473'],0
@inquirerdotnet @GabrielLaluINQ NAKAKAGILALAS ANG SUPORTA NG TAONG BAYAN KAY VP LENI. SANA WALANG TATAWAG KAY GARCI. BAKA MAMYA MAY MAG HELLO GARCI AT MAG KA BROWNOUT. SUS FOR SURE ANOTHER EDSA NA NAMAN TO. BANTAYAN NATIN AT TUTUKAN ANG BILANGAN NG RESULTA NG HALALAN,['1451350811682897920'],0
Pls take a rest mama Leni. Hwag mag pa pressure sa naka palibot sau. Malayo pa election. victory hand revolving hearts oncoming fist MaSa2022 #GadonSaSenado [LINK],['1460924021759832068'],0
@Melbert15227228 @lraymundojr @PhilstarNews @jobjorl hahaha smile muna bago iyak sa May election,['1509083226211758084'],0
Na stress ako bigla sa election ah? Hahaha vote wisely guys! chance na na10 to cherry blossom sparkling heart,['1521375089140256768'],0
"@jbd uk @Makmak2207 @rapplerdotcom @piaranada Remember sila ang kalaban natin, wag lang magkaroon ng isa pang duterte o marcos sa susunod na halalan. Either VP Leni or Yorme Isko. Game ako doon. As ive said dont run together. Im sure nagusap naman na si yorme isko and VP Leni. So hopefully, kung yorme isko, suportahan na",['1440333448602742793'],0
"MY DAY HAS BEEN MADE My DDS Tita asked my Lola to vote for BBM this coming election. The response of my Lola in Bisaya""Bakit ko siya bobotohin eh magnanakaw siya?""HOPE IS NOT LOST folded hands",['1437383109700325380'],0
So nagkita kami ng kawork ko sa prev company kanina . nagregister last yr for this election. I didn t know then bakit bigla siyang naparegister. Tapos naka #LeniKiko2022 mask si ate mo girl kanina. Pink na pink. beating heart beating heart beating heart,['1502334592241397761'],0
@KimIndar A true unifying leader unites it's people. Nag uumpisa ang pagkakaisa kung hindi ka magsasalita ng maganda sa kapwa dahil puno ng galit ang puso mo. Tama na ang mudslinging pag may election. BBM shows in his campaign na pwde hindi magsiraan. Kay BBM namin nakita totoo pagkakaisa,['1513689378253860864'],0
"3 araw nalang bago matapos ang rehistrasyon! Nakakatuwa makita ang gigil ng masa sa pagpaparehistro para makaboto. Gigil ang masa na makaalpas sa pandemyang ito, pagpupugay sa inyo! Kaya kung di pa nakakarehistro, magparehistro at lumahok sa eleksyon.",['1453179964090568704'],0
"Pilipino yung nag advertise kay Bbm. Di nya need ng drama, commercial para lumakas. Gravee na talag supporters nya. Need na tangapin ni duterte yan.mamayang Pilipino lalaban para kay bbm. Sarao noh.Mas malupit p 2016 na election dami supporters. Mabuhay mga Pilipino. victory hand victory hand red heart red heart Philippines Philippines",['1461932148571656194'],0
@geekindapink7 @maichardbibis1 In fairness maganda si SDC bagay sila tandem ni BBM s Nat l Election may dating at chemistry. Parang ALDUB lang may KILIG!,['1452065433930981380'],0
@jaxonfros Trueeeeee! First time namen ma-involve sa may kinalaman sa eleksyon. smiling face with smiling eyes Ang saya lang din. Naghahanap na ko ng kasama.,['1517690454724481024'],0
Siguro napaka saya ng camp nila ngayon ammp sneezing face Lets just fight until the end of this maksaysayang election flexed biceps Gawin nating marangal at walang bahid ng daya. It's not over until it's over #LetLeniKikoLead2022 #LetLeniLead [LINK],['1501098530311598081'],0
"bigla bigla na lang talagang naiiyak ngayon, nakasalalay talaga sa resulta ng eleksyon ang lahat. ulit, para sa ina ngayon at para sa inang bayan bukas. Philippines",['1523177728270561280'],0
ansaya magpa-shot puno sa mga bbm fam members clinking beer mugs HAHAHHAHHAHA IPAPANALO PA RIN NAMIN ITO PARA SA LAHAT KAHIT TINALO SA HALALAN 2022 JVKSKJFKKS TUWA AQ SA THE BAR PINK SKL JGOSJUFIKSBIC,['1525879883796140032'],0
@barrygutierrez3 grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes grinning face with smiling eyes any daw takot na takot? Kayo ngayon matakot kasi wala nang SMARTMAGIC sa 2022 election. BBM thumbs up yellow heart the best candidate for President,['1444727993012740100'],0
"@Richeydarian Yes Leni was un underdog heading to 2016 Election, pero di pa sya gaanong kilala ng mga tao, ngayon alam na ng tao kung gaano sya katalino",['1439350245503033348'],0
